gene	p	fdr
MCAM	1	1
BYSL	1	1
CCDC96	1	1
SLK	1.22622976598132e-05	0.000416358063569378
CYTIP	0.0013161343638097	0.013349836233467
HNRNPR	0.0237323047747923	0.105818847158453
CRX	1	1
PGAP1	1	1
JAK2	0.00235074262967886	0.0207008975337992
ATP9B	1	1
NETO2	1	1
PRKACA	0.00105613356613755	0.0115107149858742
IRX2	1	1
TMEM209	1	1
KLF7	1	1
DUOX2	1	1
EFTUD1	1	1
STARD13	1	1
LHX8	1	1
DPYSL4	1	1
FGFR1OP2	1	1
SNED1	1	1
PHF20	0.000770646415534272	0.00912416400826134
CNTRL	0.00898701355227182	0.0587420483229243
NPTN	1	1
C1GALT1	1	1
E2F1	1	1
LBX1	0.00831799353981356	0.0555516117020646
KIF18A	0.00435640604781253	0.0340909891553196
ATRN	1	1
TREX1	1	1
PRPF6	0.0016464239240571	0.0157559200049503
NPLOC4	1	1
PSG2	1	1
PI4KB	1	1
ZFPM2	1	1
TMEM2	0.0412128114675671	0.138586809301888
TYRO3	1	1
CRYZ	0.0470228595509162	0.146395832302555
BRWD3	1	1
C2CD5	0.0320318588274685	0.122515571605197
PFKM	0.00365434882049519	0.0297336849593862
ZNF814	1	1
KAT2A	1	1
FAM76A	0.0157742708944854	0.0849080562298999
MGARP	1	1
TREM1	1	1
CD300LB	1	1
STK11IP	1	1
RITA1	1	1
NUDCD2	1	1
FAM193A	0.0045090218191881	0.035032966554473
SEPSECS	1	1
STOX2	0.0238347898105493	0.106049947407224
OASL	0.00677528535504724	0.0477050130924765
TMEM50A	1	1
NF2	0.0301339780786466	0.118962071224361
ZNF532	0.000771274465547896	0.00912416400826134
PLG	1	1
KCNA1	1	1
SULT1C2	0.0429708621221899	0.140957600435655
PDS5B	0.0288161236979882	0.116652241975923
NR3C2	1	1
SGCE	1	1
WDR64	1	1
HNRNPA2B1	0.0374139498200249	0.131986024277685
PDSS2	0.0221708874711593	0.102062333097321
ANP32A	1	1
PTDSS1	1.84893301984102e-06	9.60153636222588e-05
ZNF615	0.018687665476987	0.0930103153144615
BCAM	0.0283580070220608	0.115985196274472
ZNF250	1	1
LRRC37A3	8.24562973749316e-05	0.00175405903677848
INPP4B	1	1
FRMD6	0.00493190769721501	0.0374936470522939
PLA2G4A	0.00712013572129362	0.0494250707836172
ZRANB2	0.0389915949760601	0.134475760495375
PMS2	0.026695789776945	0.112292445086167
SEMA4B	1	1
CCDC33	1	1
PCDHA7	1	1
ABHD14B	1	1
VWA9	1	1
NCAPG	0.00379541500791244	0.0306448233618068
SERAC1	0.0378407846996406	0.132785576387885
CHID1	0.00765252997348306	0.0522435891133147
ERC1	1.65110063628432e-05	0.000513695957874802
HSD17B2	1	1
DCAF6	0.0131217432789563	0.0756817573765852
MAP7D1	0.00236248733993911	0.0207784144935492
KRR1	1	1
SERPINC1	1	1
FER	0.0244629975462658	0.10738305890002
CORO2A	1	1
LRCH3	1	1
FER1L6	1	1
SPI1	1	1
TGFBR1	0.0242944421808717	0.106936427486698
MRPS22	1	1
KIAA1147	1	1
RSU1	1	1
SQSTM1	1	1
ZNF121	0.039973716341844	0.136548668277762
SPANXD	1	1
ZNF263	0.0458350804084239	0.144534035450991
CRNKL1	1	1
TMEM67	1	1
GPR119	1	1
UCHL1	1	1
BOLL	1	1
KHDRBS2	1	1
HIST1H2BM	1	1
ATF5	1	1
SH3RF2	1	1
GSDMD	1	1
ZNF624	0.0267843664065273	0.112464083083293
WBP1L	1	1
CHST15	1	1
AP3M2	1	1
NFKB1	0.000662923809603018	0.00814952028776556
RAP1B	0.000867826061723679	0.00996588871694875
DHCR7	0.00159629817818174	0.0154754370396822
OR10G3	1	1
B3GAT1	1	1
PKDREJ	1	1
RAB2A	0.0362845785740627	0.130114159014632
MYLIP	1	1
EIF1	1	1
CPXM1	0.0191862749477544	0.0946794390919069
MRGBP	0.0295780492165012	0.118019758526294
CUL2	0.0258946861571649	0.110602492279998
NR1I2	1	1
PPP1R14D	0.00793844770425015	0.0536509922595854
SLC2A10	1	1
SLC29A1	1	1
PDE4C	1	1
LARS2	0.000815997277774376	0.00952558805666368
CTBP1	0.0209730300715622	0.0994171609797016
FBXL12	1	1
RSBN1L	0.0472781815456244	0.146673471190851
MAGEA12	0.0151870890289232	0.0831786089699651
AK2	1	1
LRRC45	1	1
FN3KRP	1	1
TK1	1	1
MVP	1	1
ZNF22	1	1
SHTN1	1	1
AMY2B	1	1
MEP1A	1	1
UBE2F	1	1
DNTT	1	1
ANO3	0.0147629694136541	0.0814240308347771
NXT1	1	1
TSEN2	0.000653048048982307	0.00806768667885252
ACTBL2	1	1
PDE10A	1	1
MSANTD4	1	1
TMEM159	1	1
CHMP4A	0.029650468392786	0.118241915880322
ZNF239	0.0112850608566841	0.0687075364658027
IFT172	1	1
SEC63	0.0427980285548638	0.140846667057777
RAN	1	1
NACA	1	1
ALS2CR12	1	1
ZNF41	1	1
ARVCF	2.40783151375702e-05	0.000689870590909084
SEC61G	1	1
PDE1B	1	1
DALRD3	1	1
UBA3	0.0499802601035185	0.149708432325907
CD207	1	1
IP6K3	1	1
ORAI1	1	1
TTC12	1	1
HNF1B	1	1
SULF1	1	1
SUN1	0.00798982965007299	0.0537692751731517
CDK6	0.00329234125867043	0.0273715834483342
HIST1H2AL	1	1
LRRC42	0.0279231180250833	0.114992187801787
HOXD11	1	1
DSG3	1	1
NPY1R	1	1
CPN1	1	1
PFKFB3	0.00609840043973964	0.0441290503131774
GC	1	1
FAM160B1	1	1
YIPF2	1	1
MZT2B	1	1
OR4S2	0.0448788784110362	0.143387052150166
P2RX3	1	1
WDR93	1	1
OTUD7B	9.35234595981781e-07	5.64537977275327e-05
SEC23IP	1	1
ST5	1	1
SRSF7	1	1
FAM111B	1	1
CD99L2	1	1
PDAP1	0.0313507460383842	0.121308333801508
TIE1	1	1
MRC1	1	1
MYADM	1	1
PPP2R2A	1	1
FMO3	1	1
FAM73B	1	1
FZR1	1	1
HTR7	1	1
CASKIN1	0.0168513271664564	0.0875500544831477
CTTN	0.0158761001324395	0.0852047149029503
PCNP	1	1
TANK	1	1
LEMD1	1	1
CHRNB1	1	1
HOXB9	1	1
VCX	1	1
CACNA2D2	1	1
ZNF568	1	1
PQLC1	1	1
FBXO21	2.09940207686606e-05	0.000625612960669476
PAAF1	1	1
NT5C3A	1	1
SPRY1	0.0473375403779047	0.146772027347092
MAST2	0.00961837467029164	0.0615584695142136
CHRNA4	1	1
PACRGL	1	1
SNTB1	0.0463523213628834	0.145204377744672
SET	0.0373486417175934	0.131854427458387
GPATCH2	1	1
IL15RA	0.0232395444223618	0.104771753065585
CEP126	1	1
PURB	1	1
EVPL	0.00214923280021478	0.0192017161942023
KRT27	1	1
ALAS2	1	1
JMJD6	1	1
CHEK1	1	1
ANGPT1	1	1
DOPEY2	4.38456094631774e-06	0.000186541937851621
G3BP2	1	1
ZNF552	1	1
ELOVL3	0.0428539171358715	0.140868415067299
SUPT3H	1	1
FAM114A2	0.048069916876397	0.147624169769116
FAM105A	1	1
LIN54	0.0317037218863624	0.121688878164367
KIAA1524	1	1
SIRT1	0.0370011897938004	0.13131703664257
C5	0.0247379071726962	0.107893215475527
CKLF	0.0402229577379866	0.136918524069338
ACTB	1	1
SLC12A1	0.0183117548279194	0.0918332008266613
CCDC40	1	1
HTR2B	1	1
DYNC1LI2	1	1
EXOC3L4	0.0248248908182367	0.108179893156102
TMEM132C	1	1
VPS52	1	1
CPA1	1	1
CEP78	1	1
MRPL2	1	1
G3BP1	1	1
PTCH1	1	1
MAPK15	1	1
RBFOX1	0.0262041522651865	0.111439659655217
STK33	1	1
SLC30A5	1	1
CYP2W1	1	1
ALX1	1	1
DUSP22	1	1
WLS	0.040122684546872	0.136819482880873
HACD3	0.0487444705221745	0.148187972208381
SMAD2	0.00573970763536407	0.0420505032933182
HAO1	1	1
ZNF841	1	1
FAM193B	1	1
IL15	1	1
AGMO	1	1
RPUSD2	0.00626950470285573	0.0450441271250443
GNB2L1	1	1
RGS3	1.44810576632164e-09	2.58917644927762e-07
CREB3L3	1	1
HOXC11	1	1
PRDM11	1	1
CDNF	1	1
ATR	1.2817832879869e-06	7.16572157041866e-05
HAO2	1	1
AVPR1A	1	1
LUC7L2	0.0387020888683101	0.134052723213556
YIPF1	0.0305528480821695	0.119851205223282
TRAPPC10	0.0250734861546452	0.108665204308833
PLEK	0.0368293536866457	0.130935087332716
SFMBT2	0.00517405664674324	0.0388742287953448
NAA38	1	1
MAN2A2	1	1
GPRC5B	1	1
REC114	1	1
PRRC2A	4.99974144606063e-13	2.2069171226752e-10
NQO2	1	1
ZNF20	1	1
RBM5	2.75176935840605e-06	0.000133569560781737
CYLC1	1	1
NYNRIN	0.0127918304615276	0.0746814871115064
TMTC2	1	1
GTF2E1	0.000111217403584982	0.0022410068839342
OTOGL	1	1
GNA12	1	1
TRMT1	0.0325601259987076	0.123455377379141
YKT6	1	1
SS18	1	1
TPX2	0.041823824761211	0.139396301262885
MAEL	1	1
PABPN1L	1	1
ST7L	1	1
MED12L	0.00615325814289662	0.0444349546362038
SENP5	1	1
RPGRIP1L	0.0426824416475259	0.140846667057777
FBXO32	1	1
STX1A	1	1
KCNJ2	1	1
ZBTB46	0.000118585428430924	0.0023555941562713
PIAS1	0.000246269440648066	0.00398004101733859
HAUS7	0.00651922840705968	0.0462935950498368
PCNXL3	9.27245755966293e-06	0.000330741068258179
CRYZL1	1	1
CDC37L1	1	1
SPSB1	1	1
SSMEM1	1	1
CRELD2	1	1
ZNF677	1	1
SEMA3B	0.0055317888825016	0.0409238207324657
AMPD1	1	1
KRT77	1	1
TBC1D15	0.0466890808661696	0.14580660341248
NID1	1	1
CYP4A11	1	1
CCDC150	1	1
LRIF1	1	1
SNAPC3	0.0171922196807192	0.0886277748139266
PSMC4	0.00223619329780862	0.0198780555893938
FLYWCH1	0.0143530415022125	0.0798592859725597
TRAT1	1	1
UBN1	0.0421684622021973	0.139983437980267
MYF5	1	1
POPDC2	1	1
SP6	1	1
APBB1IP	0.00853259999045358	0.0564510420914083
KLHL15	1	1
KPNA5	1	1
RPS14	1	1
GLRB	1	1
DOK5	1	1
SLC1A2	1	1
CNNM4	1	1
SLFN13	1	1
GOLGA6C	1	1
UBE2D4	1	1
MTDH	1	1
GPHN	1	1
RAB36	1	1
ZNF660	1	1
EEF1A1	1.25955356318559e-16	8.4719971809507e-14
HADHB	1	1
PTGES2	0.00534010586637756	0.0398042191886982
RPS3	1	1
TMEM132A	0.00369308020258285	0.0299625260548436
CCDC83	0.0456063248287164	0.144303965089391
MFN2	1	1
ZNF157	1	1
GLRA1	1	1
DCLK2	1	1
LIPH	1	1
SCMH1	1	1
ECHS1	1	1
ZNF354A	0.0380290235890822	0.133290312207391
SMARCAD1	0.019484667835506	0.0953616349545813
FPR1	1	1
LIPG	1	1
SPAG7	0.0130442816852727	0.0754506465210798
CDH5	1	1
CDC14B	1	1
ASCC1	1	1
SHISA2	1	1
GOLGA2	1	1
ASAH1	1	1
ZNRF3	0.0483790271269051	0.147880060196394
DBNDD1	1	1
TESK2	1	1
DUSP16	0.0372631878844426	0.131750320117084
KAT8	1	1
SLC24A2	1	1
GRAMD4	0.00879880000115456	0.0577255225342815
C1GALT1C1	1	1
MAP4K3	1	1
PROSER3	1	1
GDPD1	1	1
SRPK1	0.0184747759395072	0.0923411925497308
LRRCC1	1	1
SLC22A9	1	1
PPP1R9A	1	1
WDR13	1	1
SECISBP2	0.0481006361345768	0.147624169769116
PLEKHH2	0.00523799832664953	0.0392919417758495
CLDN12	0.0292115032680547	0.117319443747874
FANK1	1	1
NDUFV1	0.0226990568269981	0.10362772387891
VPS29	1	1
NOSTRIN	1	1
PPTC7	1	1
TMEM63A	1	1
TNFRSF1A	1	1
CYP27C1	1	1
LUZP1	0.0316185924372744	0.121569418386778
SERPING1	1	1
MRPS18C	1	1
SCML4	1	1
SEMA3F	1	1
ZNF254	0.0297123736275978	0.118421918027601
BCAS2	1	1
ZNF334	1	1
SPRYD4	1	1
AMER2	1	1
DUSP9	0.0051195286448843	0.0386109052363778
NOL4	1	1
TNFAIP8L3	0.0461987059295571	0.144980386859585
KRT81	1	1
UBE4A	1	1
WSCD1	1	1
SLC25A31	0.00513059365558808	0.0386447240262489
RBBP8	0.0343517069288958	0.12659985459147
MAN1B1	0.000863635008846231	0.00992582953617007
IGSF3	0.0350017848884172	0.127950365307684
PCED1A	1	1
SF3B3	1.00797943234418e-07	9.30569247180492e-06
ZNF37A	1	1
UTP14A	5.3072562811184e-05	0.00127491488045574
OPRL1	1	1
CAPN15	1	1
KIAA1683	1	1
PAPPA	1	1
FANCC	1	1
MTA2	0.0247659811936958	0.107968976654615
DNAJB2	1	1
EYA1	0.000339098740927144	0.00498934345374574
CATSPER2	1	1
CREB3L2	1	1
PARN	1	1
ZNF260	1	1
PHTF2	0.0237072835086179	0.105818847158453
HTT	0.0193809987443233	0.0951204333785845
SPECC1L	0.000372955295951689	0.00534821680742904
FTO	0.00587966132375111	0.0428535687296101
SETD2	0.000447365372593294	0.00607599604603872
OXSM	1	1
GBP5	1	1
TAOK3	0.0232060698674299	0.104690430174847
UPF3A	1	1
POLD3	0.0469968288144821	0.146347047399594
IPP	1	1
SKP2	0.00217401143923595	0.0193863078151564
FRK	1	1
IPO9	0.0481473529579368	0.147651185525588
DUSP28	1	1
PABPC3	0.0401622612124315	0.136819482880873
DMRTA1	1	1
UBE2E2	1	1
NARS	0.0143001014880166	0.0797114970474486
IBA57	1	1
PCDHGA11	1	1
ITGAV	1	1
ACOT9	1	1
TTC21B	1	1
CLVS2	1	1
TOR1A	0.0194131178491799	0.0951788579033897
SYVN1	1	1
FAAP20	1	1
PCK2	1	1
SLCO1A2	1	1
TIMM50	1	1
IGLL5	1	1
SLC3A1	1	1
PRDM10	0.00694075067039605	0.0485577529565846
DDIAS	1	1
HMGCL	1	1
ZFP69B	1	1
TNFRSF10B	1	1
UNC45B	1	1
PLEKHA8	1	1
GRM6	1	1
DOCK3	1	1
DOC2A	1	1
CPA6	0.0122415944972268	0.0728359403004756
TRAPPC8	1	1
JMJD7	1	1
FEM1C	1	1
SERPINB3	0.0287568977223887	0.116587594813071
SEC24C	0.00139276559295687	0.0139615274139454
SRPRB	1	1
GALM	1	1
CEP83	1	1
AP3S1	0.0359117685418215	0.129443239919914
GNS	0.0195777543709835	0.0953942634215225
PKP3	0.02198267423673	0.101664322750434
ZNF169	1	1
NLRP2	1	1
BRF1	0.0410135342197252	0.13829462183185
ZNF226	0.00119559425181146	0.0125556141063409
CSNK1G2	0.0291383689658223	0.117158970009177
NLGN2	1	1
KIT	4.96960020637102e-22	4.67970686099938e-19
GAA	1	1
EXOSC4	1	1
PIK3AP1	0.0229463999921015	0.104265434399383
YY1AP1	1	1
CASP2	0.0334402986925792	0.125344195589325
KITLG	1	1
GPSM2	1	1
HDAC6	0.0182030826177153	0.0915664323273609
ADCK1	1	1
SLC2A4	1	1
ZPBP	1	1
RAD54B	1	1
ARHGEF38	1	1
IGSF10	1	1
ELAVL1	1.90107352468354e-07	1.62743415370636e-05
ZDHHC9	1	1
LKAAEAR1	1	1
CLCN5	0.0304810905274483	0.119762281975023
CDC45	1	1
RALBP1	1	1
BECN1	0.000791001596763938	0.00929637028459585
GEN1	1	1
LMO7	5.15291938918548e-06	0.000212821597579664
PRCC	0.00160349694008851	0.0154980884184028
ANGPTL3	1	1
TAF5	1	1
JADE2	1	1
ZNF534	8.58075859338425e-07	5.29271681797173e-05
MOAP1	1	1
POLR3E	0.0335090621554233	0.125514585771772
LDLR	1	1
GAB2	1	1
NRIP2	1	1
LDB3	1	1
CDK18	1.49792035063315e-05	0.000479776076024791
ATP8A2	1	1
OSBP	0.0457902957430243	0.14448940776295
CNDP1	1	1
ZNF791	7.96920208115107e-05	0.00171071397258752
P2RX6	1	1
SH2D3A	0.015553189021535	0.0843011492437385
TMEM35	1	1
ASNSD1	1	1
CPSF6	1	1
ATXN1L	1	1
KIR2DL1	1	1
MAB21L1	0.0137195300548566	0.0776985787587351
ADGRF5	1	1
TYMS	0.00589396924039094	0.0429356965036215
MCM3	0.0447606243035546	0.143203582851123
RSPO4	1	1
ABHD10	1	1
BTRC	1	1
ARGLU1	0.0301395211071025	0.118962071224361
NOC4L	1	1
HIST2H2AC	1.29323888027261e-05	0.000428802797742973
ANKRD13B	1	1
ARID4B	1	1
AADAC	0.0264878808991502	0.112091600528624
RHBDD2	1	1
KRT9	0.0102339725132205	0.0643610248215672
ANXA3	1	1
ZC2HC1B	1	1
SCYL3	1	1
FGF7	1	1
TPM2	1	1
APMAP	0.0299770308900538	0.11867308333016
KCNK12	1	1
LRRC40	1	1
CNPY2	1	1
ARHGAP17	1	1
BMP1	1	1
TAPBPL	1	1
CPNE3	0.00017901880571914	0.00316128371390232
RPGRIP1	1	1
FAM124A	1	1
KLHL36	0.0285293761346735	0.116198799856477
CNOT10	1	1
TTC38	1	1
SDHA	0.00981550348085192	0.0624522462464114
SSR3	0.00598796637406007	0.043485874053264
RFK	1	1
SGF29	1	1
STAM2	0.00513530244228455	0.0386447240262489
ZNF773	0.0178517968160832	0.0903787204398477
ABCB8	0.000235948802399245	0.00386750215973964
PRPSAP1	6.7706312770296e-05	0.00152528176695444
KDM7A	1	1
S100PBP	1	1
BTBD9	1	1
OTUD6A	1	1
ATAD5	2.86298058044744e-07	2.27188767970899e-05
AKR7A3	1	1
CKS2	1	1
SPAM1	1	1
THAP4	1	1
ORC2	1	1
INSIG2	1	1
B4GALNT2	1	1
PLCB2	1	1
FAM214B	1	1
EML1	0.019963282669805	0.0963380142504255
ECE1	0.0476464275862104	0.147137251782952
CD79A	0.00957625879742627	0.0614280906056522
MTFR1L	1	1
TFIP11	0.000641073903403551	0.00795010437715115
IRS2	1.02785694333112e-06	6.08973196538178e-05
GRSF1	1	1
FUK	0.0414451512657001	0.138806258356905
MYOZ1	1	1
EVI5L	1	1
SLA2	0.0419982397023447	0.139680983234193
TNFAIP2	0.00931361405807164	0.0601806031885919
APTX	0.0221590341212606	0.102052936733879
SEPT3	1	1
EBNA1BP2	0.0499708524239837	0.149708432325907
NUP37	1	1
NDRG1	1	1
BHMT2	1	1
CLDN6	1	1
REC8	1	1
HNRNPH2	1	1
MPP5	0.000305206986975516	0.00461568382337169
CNKSR1	1	1
APOO	1	1
SPDEF	1	1
SCNN1G	1	1
SP140	1	1
HMGCR	0.000388711376486475	0.00550900686259895
ADAM20	1	1
UBXN6	1.45076862132909e-05	0.000470911747042096
DHRS2	1	1
NEK5	1	1
ZNF597	2.54652028947002e-05	0.000722281106200081
EXOSC2	0.043265924669191	0.14152915984669
CIPC	1	1
NPAS3	1	1
PHACTR1	1	1
CPEB3	1	1
SAR1A	1	1
ARAP3	0.00930652783204704	0.0601806031885919
RBP3	1	1
SUCO	0.000422964463621298	0.00581730579225981
ABHD13	1	1
PIGS	1	1
RFX1	1	1
INADL	0.0438299811779004	0.142161652631934
TEAD1	0.000431094149864759	0.00589193246910212
TUBG1	1	1
TMEM5	1	1
PRL	1	1
RANBP17	1	1
KCTD1	1	1
POLM	1	1
EIF2S3	0.0472498475295276	0.146673471190851
MAPK9	1	1
ZDHHC6	0.0288791942959042	0.116694659492106
ZNF491	0.0371434230921493	0.131491441397646
SYT1	0.000281521397817646	0.00439391131952956
LRRC71	1	1
HEATR9	1	1
ERI1	1	1
HSF4	1	1
PLCB3	2.20621233621165e-05	0.000645191495838293
AKNA	0.000321307782974199	0.00478237348209753
TRIM32	3.98379708722194e-06	0.000174029440846756
PIBF1	1	1
NGLY1	0.0253453152708603	0.109172479028045
CACUL1	1	1
RBM25	1	1
POLH	0.0452141055738774	0.143814290633013
GOPC	1	1
HIST1H3J	1	1
FASTKD5	1	1
PPM1K	1	1
MFHAS1	1	1
TTBK2	1	1
HNRNPA0	0.00615246004412354	0.0444349546362038
CARNMT1	1	1
IPO13	1	1
PLEKHH1	1	1
COBLL1	4.37764392787379e-05	0.00109829876520812
CPE	0.0116869587742893	0.0704559507839675
PAFAH2	1	1
MRFAP1L1	1	1
WNT2	1	1
SRRM4	1	1
RPS9	1	1
CASS4	1	1
RPUSD3	1	1
CXXC1	0.030703212105078	0.120100490441492
ALKBH4	1	1
HIST2H2BF	1	1
ABLIM3	1	1
GNPNAT1	1	1
RAB8B	1	1
SLIT3	1	1
RTKN2	1	1
SPHK2	1	1
TRIB1	1	1
KRT32	0.000242476839951157	0.00395038681004624
RXFP3	1	1
IL17RB	1	1
BRMS1	1	1
MED22	1	1
SUMF2	0.0387819471490713	0.134231095332836
SNAPC4	0.0195856467166561	0.0953956068526783
ZNF154	1	1
ZBTB16	1	1
SHC3	1	1
ZBTB7A	0.000499152195112157	0.00660846642533592
ERCC2	0.0125708142901012	0.074041158980791
MAN2B2	1	1
MICAL2	1	1
ZNF558	1	1
PITX2	1	1
SULT6B1	1	1
AKR1C4	1	1
RHPN1	1	1
PPP1R21	1	1
CDC14A	1	1
ALOX15B	1	1
MCPH1	1	1
SLC25A32	1	1
CACNB2	1	1
RASGEF1C	1	1
AP5B1	1	1
HIST1H3G	1	1
FAM73A	1	1
KLHL17	1	1
ALDOC	0.0165175514375897	0.0869044321408803
GABRD	0.0186828549987629	0.0930103153144615
BPIFB6	1	1
NR2E3	0.0224907601821378	0.103110025177766
ERICH1	1	1
KRT33B	1	1
KCNA10	0.0347153712649685	0.127431034074241
ARHGAP32	2.40871105979859e-08	2.90795245467137e-06
RC3H1	1	1
INO80B	1	1
PON3	1	1
GRK4	1	1
HNRNPLL	1	1
EIF3D	1	1
SEMG2	1	1
CYP2C18	0.0147112916577458	0.0812659345583335
SP3	0.000389679542420271	0.00550900686259895
CTDSP1	1	1
DSG4	1	1
DNAJC17	1	1
MORC3	0.00208913965298122	0.0187674496616399
BRD7	1	1
ANKRD6	0.0229444887661248	0.104265434399383
DDX43	1	1
PPP2R5E	0.021446004243005	0.100505909068495
MOSPD1	1	1
PRMT9	1	1
PUM2	0.0194929259349168	0.0953616349545813
CNOT11	1	1
TOR1AIP1	1	1
ADRBK1	0.0329895401383644	0.124459736766666
KLHL23	1	1
PRKCDBP	0.038332269389154	0.133768439700403
AREL1	0.00803923671593381	0.054047700434348
URGCP	1	1
PGGT1B	0.0345518944254071	0.127161414475997
MIPOL1	1	1
CREBZF	1	1
RINT1	1	1
ZFP36L2	6.38868693474881e-12	2.22113274560194e-09
ADGRE1	0.0340515687296425	0.126274194882174
ALG1L2	1	1
PUS7L	1	1
KNDC1	1	1
SBDS	0.00364815343911935	0.0297003846268362
AUNIP	1	1
KANK1	1	1
PCDH19	1	1
PRKD1	0.000295606905701838	0.00454346849079266
NABP2	1	1
LRGUK	1	1
MRPS17	1	1
CTRL	1	1
PCMTD1	1	1
LRRC17	1	1
CEP120	1	1
FGFBP3	1	1
C4B	3.18729386492024e-09	5.10776573872352e-07
JAK1	0.0203091248777861	0.0972672306587889
RANBP10	0.00758108376849245	0.051856081467291
FBXL18	1	1
TMEM79	1	1
MRPS11	1	1
LYPD3	1	1
TMTC3	0.00444502854885302	0.0346501259671903
STARD3	1	1
HS2ST1	1	1
SLC2A2	1	1
GTF2E2	1	1
ATPAF1	1	1
PHKG1	1	1
WIPI2	0.0407540745690199	0.137913584879589
ZNF17	1	1
ZNF251	1	1
MROH6	1	1
ANKLE1	1	1
HBG2	1	1
PABPC1	0.0316728886594665	0.121630823281656
HTRA2	0.0159148398411237	0.0852472934227803
FBXO38	0.000128130519615313	0.00249769695718385
APEH	1	1
TPH2	1	1
HSPA4L	0.0247409645964765	0.107893215475527
BAALC	1	1
CPQ	1	1
CDC40	1	1
SSH2	0.0147013700936225	0.0812581095147436
PUDP	1	1
RCN2	0.000286142251101366	0.00445127675859779
EIF5	0.0286080086963575	0.116250898399324
HSF1	0.0338534732633905	0.125817249181043
ZNF611	1	1
R3HDM4	1	1
ODF4	1	1
STX5	0.0355673473479321	0.128944436993411
GALT	1	1
TULP1	1	1
CCDC172	1	1
MUM1L1	1	1
TOX	1	1
TTLL2	1	1
KLHL34	1	1
PSG3	1	1
PRKD3	0.000172348748522697	0.00307765622361959
MTFR1	0.00386157534749564	0.031061931539508
TYROBP	1	1
MYBL1	0.0366485159285547	0.130623337746867
EDIL3	1	1
TMEM18	1	1
HIST1H2BA	1	1
NDUFC2	0.0403414152286612	0.137150413176655
CHKA	0.00116934108245682	0.0123629811300169
S100A10	1	1
GNB1	1	1
CCDC186	1	1
SSSCA1	1	1
MED14	0.0185974070296937	0.0927610580119936
DENR	1	1
PSMC6	0.0485331706637652	0.148094844594012
SNAI2	1	1
ACSF3	0.00570489755421446	0.0418388774419934
PALM2-AKAP2	1	1
AKR1C2	0.0199370368474127	0.0963320193460067
NFIA	0.0365784641019462	0.130505381520583
AGGF1	1	1
SAMD11	1	1
CHP1	1	1
TFEB	0.000839739561203398	0.00975437607072204
NAA20	0.0280815681142232	0.115406502651557
NUP160	3.74897190478497e-05	0.000976725407919707
TMEM260	1	1
SLC19A1	1	1
METTL15	1	1
SNX19	1	1
DLGAP4	1	1
EIF3E	0.0159503197694017	0.0853079389408554
GPATCH1	1	1
ABHD2	0.0012138466924404	0.0126722723804292
ATAD3C	1	1
AKR1B10	0.0104870250128687	0.065468929750125
GATAD2B	0.0341120073191801	0.126398767938987
HERC4	1	1
ANKRD52	1	1
ANKFY1	1	1
PICALM	0.0251340247186365	0.108734486723045
ARMC2	1	1
ZNF846	1	1
LHX3	0.00655657120691362	0.0464684236315378
RABL6	0.000234347000320514	0.00385349403903057
SPIN2B	0.0239028344108321	0.106172181148743
ZNF790	1	1
ANKRD13A	1	1
TJP2	1	1
GPR75	1	1
PDE8A	1	1
DAP3	1	1
ERAP2	1	1
LASP1	1	1
MED31	1	1
UBAC1	1	1
KCNA7	1	1
TNFRSF10A	1	1
CCDC120	1.61381825892032e-06	8.60195581405641e-05
RNF212	1	1
B3GALNT2	1	1
NEMF	1	1
BCKDK	0.000103569219375297	0.00210491399090081
LUC7L	1	1
IRF3	6.31344709593668e-07	4.16717010421054e-05
SERPINB12	1	1
ANHX	1	1
ASB12	1	1
TMEM173	1	1
FAM3B	1	1
PHACTR3	1	1
CHFR	0.000888817359306397	0.010140989660907
IGSF9	1	1
SLC9A9	1	1
SEL1L	1	1
TMEM106B	0.0301763549433994	0.11902371488999
ASIC4	1	1
KRT38	1	1
CETP	1	1
TRIM42	1	1
DGKA	0.0408056936385016	0.13795606094874
RGPD1	2.11967039977894e-07	1.782163356957e-05
ACSL6	1	1
OR1K1	1	1
DVL2	0.000638151827301518	0.00793476633858622
ARL4D	1	1
STRA6	1	1
MMS19	0.0399174666136851	0.136455521761448
FERMT1	0.00967823118210934	0.0617457161008556
MAN1C1	1	1
GLDC	1	1
SLC35A2	1	1
NFYA	1	1
NMD3	1	1
KIAA2013	1	1
GPATCH11	1	1
AKAP10	0.0418773997565469	0.139458781916671
DDX55	1	1
RHBDL3	1	1
IFI35	1	1
POU4F1	1	1
ERO1B	0.00162446731710268	0.0155986409613021
WWP1	0.0431041216405443	0.141197986589213
MAP7	1	1
EFR3B	1	1
PPA2	1	1
PLA2G2D	1	1
ZRANB1	1	1
POF1B	1	1
SLC1A6	1	1
ARFGEF3	4.13410911638828e-05	0.00105214939223395
TNPO3	1	1
PCDHB2	1	1
FGFBP1	1	1
BSDC1	0.0372009481249239	0.131596141313436
BRD3	0.0406127413583817	0.137633150596723
HEY1	1	1
BSPRY	1	1
TMEM44	1	1
ADH5	1	1
FGD4	0.00127136685826011	0.0130889627353674
SOX6	0.000350345068777884	0.00511221497571034
BCAT1	1	1
ITGA2B	1	1
ZDHHC5	0.0288414952371466	0.11665643894658
FAM129A	1	1
CYP2A13	1	1
ITGA8	1	1
