gene	p	fdr
ZNF266	1	1
MRPL42	1	1
FANCB	0.0213982123824732	0.100348522543969
NLRP1	1	1
ACTL7B	1	1
ZNF658	0.0395264763702839	0.135710130950476
GSDMC	0.00776460865404645	0.0527791613274331
EIF4G1	0.0356953482646019	0.129025541482224
FCRL5	1	1
TSSC1	1	1
FBXL7	1	1
PWP2	0.000481352910311157	0.00643245965765855
RBL1	1	1
IPO11	1	1
MOCS1	1	1
ITGAL	0.00239882607858195	0.0210325377777592
MYL4	1	1
IFT57	1	1
BEND4	1	1
SYNGAP1	1	1
ERP44	1	1
M6PR	1	1
ETF1	0.00146033745249735	0.0144246618996679
CD46	1	1
PPP1R42	1	1
CNST	1	1
S100A3	1	1
GNAT3	1	1
KIAA1841	1	1
CHPF2	1	1
USP6NL	0.00366426797092074	0.0297972280306594
CDC7	2.08423003372058e-05	0.00062326565262263
AP2A1	0.0324448457793268	0.123194474901342
MFSD11	1	1
CPSF1	0.000654084744943246	0.00806796007519642
CLCNKA	1	1
AHI1	0.000334497725279669	0.00493192105383646
PPAT	1	1
MIA2	1	1
TMEM119	1	1
EMILIN3	1	1
UQCRC2	1	1
GDAP1	0.0210524289970082	0.0996199529590423
NT5DC3	1	1
KIAA0825	0.00641807899852496	0.0458086740041259
ABHD16A	1	1
MAB21L2	1	1
OLFML1	1	1
OR10K1	1	1
GSTM5	0.0303928542674138	0.119548612232587
FANCM	0.0433177885293233	0.141591781834037
TAT	1	1
INTS1	0.000175716058253258	0.00311416477142694
P2RY13	1	1
NAT8	0.0044414959923007	0.0346417067317766
LOXL4	1	1
RPA3	1	1
WDR66	1	1
GLMN	1	1
SLC4A2	7.73019217679956e-05	0.00167983022303529
TLE4	1	1
PROSER1	0.0062115425232269	0.044718673873894
CCDC51	1	1
ERVFRD-1	1	1
VCL	0.0261057491887693	0.111234904160291
STARD9	1	1
BCAS1	0.0364171815969397	0.130171853357911
DPF1	1	1
CDH1	0.0306399823187461	0.120007307555339
ZKSCAN8	1	1
GBE1	0.0235380168755442	0.105346796060539
ZNF106	0.000300617976733345	0.00459548584562608
TACC1	0.0445315948690569	0.143021550142208
PCDHA9	1	1
RACGAP1	0.0346153406758785	0.127189459596712
ZBTB49	5.09617925347118e-06	0.000211095401628388
NPNT	1	1
ACY1	1	1
HOXB7	0.0149383096447653	0.0821665201449803
REV1	0.0245228824092656	0.107506428935716
CDK9	1	1
TGOLN2	1	1
GRID1	1	1
CDH6	1	1
CHRM3	0.0309465906090021	0.120584990993698
SRPRA	1	1
MALSU1	1	1
ABCC5	1	1
ANKRD34B	0.0225525171115951	0.103259093744337
LGR4	1	1
HIF3A	1	1
LDHB	0.00995145832387183	0.0629204784354027
RAP1GAP2	0.0472271540992819	0.146673471190851
SESTD1	1	1
KBTBD7	1	1
TET3	0.000515633147121383	0.00676888308837317
INTU	1	1
MRVI1	0.000912657670975729	0.0103627729923892
HIST1H2AA	1	1
NCF4	0.0398774190992847	0.136453217173926
GAS7	1	1
GATA3	1	1
KRT6C	1	1
SPON2	1	1
VIM	1	1
RPL7L1	1	1
OPRM1	0.00250231437270071	0.0217911162234263
ERLEC1	1	1
BICC1	1	1
EBF2	1	1
F8A2	1	1
SH3TC1	1	1
GPLD1	1	1
DNAJB8	1	1
GGA1	1	1
KLHL8	1	1
FAM209B	1	1
PABPC5	1	1
BEGAIN	1	1
PAM	4.43922861689899e-05	0.00110784636419961
HIST1H2AK	1	1
ZSCAN18	0.00345227357671688	0.0284168789458776
GLI1	1	1
CCBL2	1	1
MAPRE3	0.0364921514564941	0.130384594258406
RIOK2	0.0250037711154468	0.108552591975357
SPTBN1	9.93043603358941e-12	2.9844129569032e-09
CACNA1F	1	1
SLC39A14	1	1
FOXO4	0.0335728960520915	0.125592784273482
EML2	1	1
ELFN2	1	1
TCF12	1	1
SIGLEC5	1	1
ZNF3	0.00753293719045805	0.0516518144734077
GBF1	9.08779625209053e-06	0.000327462046073415
WARS2	1	1
CNOT6	1	1
ESCO1	1.28283804681369e-05	0.000426883021436655
TMEM176B	1	1
NOA1	1	1
SPACA1	1	1
NUP188	1	1
HSPA5	1	1
NOTUM	1	1
QRFPR	1	1
OCLN	1	1
HBD	0.0487663362488267	0.148187972208381
GOSR1	1	1
TYK2	0.000823362556370598	0.00959570636034216
DZANK1	1	1
POLR2H	1	1
FABP3	1	1
LRRC8D	1	1
MYPOP	0.000526406393337766	0.00687834440878441
GPR18	1	1
PKD1L1	1	1
WDR1	2.34594996837807e-05	0.000676255985782454
ZNF71	0.000955378039597234	0.0106931179154603
STIL	0.000611199376881037	0.0076944663087742
ZNF277	1	1
SEL1L2	1	1
CCBL1	0.00383015069852351	0.0308618816980289
ANKRD17	1	1
KIF11	0.0365905424067393	0.130515507953331
ARPC2	1	1
RAD51C	0.000288443652770529	0.00448058733592722
ZNF81	1	1
ADGRE5	1	1
ZNF16	0.000311130272690554	0.00466550348914785
RPL26L1	1	1
CCDC7	1	1
FAM83H	0.000356478644146374	0.00517432963588604
SEC14L3	1	1
ANKRD44	0.0454521306861898	0.144110290896169
FBXO42	1	1
CCNL1	1	1
CRYBB2	1	1
RDX	0.000170994116575785	0.00307289045373151
EHMT1	1	1
KCNK4	1	1
SH3BP5	0.00212212573833961	0.0189835503825504
DIAPH1	1	1
RALGDS	1	1
BTNL8	1	1
RTTN	0.000779128744971019	0.00919397955114089
SELL	1	1
SPARCL1	1	1
FAM120C	0.0466322228158189	0.145693463232347
ZNF670	0.0312495783089682	0.121130706260751
ARHGAP26	1	1
DDX19B	0.00122610230153197	0.0127624871106404
JUP	0.00587401894336963	0.0428362201922742
ITGB4	0.000484582033696428	0.00645728417543589
CIT	0.00139822286063405	0.0139772808962887
CACNA2D1	1	1
LMX1A	1	1
AKR7A2	0.0168621352048456	0.0875500544831477
MCL1	0.00104686700968696	0.0114361921978564
FAM131B	1	1
DMPK	1	1
STAR	1	1
ETV1	1	1
PXN	1	1
FAM71F1	1	1
TBC1D10A	1	1
TNS2	0.0227914725060415	0.103861596320135
RPL35	1	1
FAM81A	1	1
TM7SF3	1	1
CUL9	6.96337294809491e-05	0.00156620450464714
OCRL	0.0412102348084197	0.138586809301888
CEP57	0.0257733732740934	0.110308250527836
GLIS3	1	1
TMEM65	1	1
MAPK6	1	1
PGBD1	1	1
CNN3	1	1
FAXDC2	0.0438056587951045	0.142144482076924
ANPEP	0.0181625683025843	0.0914943489543316
MTSS1L	0.000632584190232573	0.00788636512536195
TRIM13	1	1
XPR1	0.0400067346463817	0.136562379623041
DGKZ	1	1
FAXC	1	1
CCDC67	1	1
RUVBL1	0.0130767896272524	0.0755458705459876
TIMM21	1	1
DAW1	1	1
OLFM3	1	1
NAT10	1	1
P4HA2	0.00090840551574178	0.010331101376693
BBS9	0.0482991408366754	0.147763778279844
RNF130	0.0255706189165037	0.109749313945796
SAMHD1	1	1
MAP2K1	2.75028302673781e-05	0.000773859516985489
ACKR2	1	1
MMRN2	1	1
HAUS5	0.0429595203836742	0.140957600435655
ACSM3	3.30325782533202e-05	0.00088704404530066
FLCN	0.000397979569222635	0.00556580338145517
ONECUT1	1	1
RWDD2B	1	1
ADAR	7.86268835499129e-09	1.16905761067634e-06
KDM5B	0.00113680946809093	0.0121279711002903
ZIC5	1	1
CPED1	1	1
AIFM1	1	1
DHRS7B	1	1
CLCN3	1	1
TRMT44	0.0105301123667943	0.0655949453286647
WDR47	1	1
NFS1	0.0149903420517163	0.0823565077714868
LRPAP1	1	1
ARHGEF9	1	1
GLRA3	1	1
ETV6	0.0124828822717877	0.0736510910981626
SLC7A14	1	1
NT5C1B	1	1
PSMD8	1	1
CRYBA4	1	1
PIP4K2B	1	1
SPATA17	1	1
TRIM24	2.97565290259397e-05	0.000816137810662909
SETD7	1	1
SYT13	1	1
SSTR1	1	1
POLR2A	2.62870548017254e-09	4.31749591946944e-07
CALML3	1	1
NR0B2	1	1
ANKRD42	1	1
SLC37A1	1	1
E2F5	0.000754220011016516	0.00898259498786534
P2RX1	1	1
MX1	0.0351301818867027	0.128195161766459
EHF	1	1
ZBTB2	1	1
PDE4A	1	1
TYW3	1	1
IKBIP	1	1
TROAP	1	1
SELENBP1	0.0131354836016889	0.0756925773767693
SLC32A1	1	1
ADM	1	1
PIK3R3	0.000563699870254656	0.00725327064216396
POU6F2	1	1
MRPL10	1	1
CYP4F2	0.0240616255823127	0.106542464373093
SLC12A4	1	1
HCAR2	1	1
INTS2	1	1
ERO1A	1	1
ARSK	1	1
PDE6C	1	1
YY1	1	1
SPACA3	1	1
RHOU	1	1
ARID5B	0.00168503266034034	0.0159860154510673
MC2R	0.0331528113025617	0.124809024426622
TMEM259	1	1
ATP2A1	0.0344244110304202	0.126791344408001
DAG1	0.0286362215056286	0.116332076148117
JAML	1	1
PLEKHG2	1	1
DISP1	1	1
TGM6	1	1
PTH2R	1	1
P3H4	1	1
ZNF513	0.0398313146610915	0.136359020743557
TMEM255A	1	1
BCL11B	1	1
MRPL3	1	1
GDA	0.0451744705563689	0.143746203336047
ANKMY2	0.000408103626963489	0.00567368477446779
SIKE1	0.0233295239646145	0.104910363355728
MTM1	1	1
IL37	1	1
ABCD4	0.0191799902707234	0.0946794390919069
BLMH	1	1
CDHR5	0.00157662501558021	0.0153061155086836
PEAK1	0.0306845801065783	0.120100490441492
GFPT2	0.00389092567259532	0.0311706592358624
DLAT	1	1
RCBTB2	1	1
ATP6V0A4	1	1
NIPAL4	0.0347402665239344	0.127456172636513
CABIN1	0.0364150199014373	0.130171853357911
AGFG2	1	1
WNK4	0.00201769516004295	0.0182458029037175
TACR1	0.0480646097381449	0.147624169769116
CACNG7	1	1
PMPCA	0.0417585415002966	0.139310202808618
TNFRSF1B	1	1
STX6	1	1
CHMP5	1	1
SUOX	1	1
RAB39A	1	1
ST6GALNAC4	1	1
IDE	1	1
KCTD5	1	1
CPT1A	0.00261010683484396	0.0225628880307044
TMCC3	1	1
LIMA1	0.0146225362828005	0.0809339047784315
ZNF596	1	1
HORMAD1	0.000385612198373627	0.00547965020324696
ABCG2	1	1
CNOT2	1	1
XPOT	0.00710294729725043	0.0493502855748462
CSF1	1	1
ZNF45	0.032185529865414	0.122804054389242
PRKD2	0.028471141220147	0.116198799856477
LMAN1	1	1
PCDHGC3	1	1
FAM20B	1	1
SEPT7	1	1
CCDC74A	1	1
RGL1	1	1
APOL6	1	1
NGEF	1	1
DCK	1	1
FNIP2	1	1
SLC16A10	0.0321632957039188	0.122780028329907
UGCG	1	1
MED26	0.000263766771678537	0.00420983689260943
RBSN	1	1
FYN	1	1
ILF2	0.0390353380373004	0.134547274439774
CCDC171	1	1
FAM114A1	2.24552349662648e-05	0.000652634143824054
DCANP1	1	1
SULT1E1	1	1
CRAT	1	1
MAP4K1	6.32015872084883e-05	0.0014539453083386
DIS3L2	1	1
ERC2	0.00557263281719183	0.0411465962063955
GZMK	1	1
BNIP2	1	1
ZNF114	0.00160648783029777	0.0154997545102158
NELFA	1	1
PHACTR4	1.11089591615434e-05	0.000382717190626341
WDR77	0.0435177771963799	0.141600691752791
THG1L	0.0160073652917655	0.0855158981642161
ZNF577	1	1
HBE1	1	1
CARD14	0.00133040005514039	0.0134612469762593
CARF	0.027802181983641	0.114730877782264
SGOL1	0.0485862423862385	0.148112571232767
HHAT	1	1
EEF1A2	0.000896222577101863	0.010217226716355
CDC25A	0.0178377582504772	0.0903611129284912
CREB1	1	1
EFEMP1	1	1
SNAPC1	1	1
ZBTB18	1	1
XRRA1	1	1
NXF2	1	1
TARS	0.0322681722511289	0.122995472277844
CDK2AP2	0.041363149614223	0.138806258356905
CD79B	3.30518772287676e-06	0.000151086655616939
POLR1C	1	1
CSNK2A2	0.000488050078743271	0.00649124987029068
TPGS2	1	1
ST6GALNAC5	1	1
SCP2	0.0485742894005382	0.148112571232767
MFSD14B	1	1
SGCZ	1	1
NEDD9	0.0262169195776485	0.111439659655217
SGCD	1	1
VSTM2A	1	1
SLC25A4	0.0132425584390643	0.0760968419352113
URB1	1	1
PARVG	1	1
LIN28A	1	1
KIAA1522	0.000181161119819727	0.00319138272821281
LRRC47	0.00867061956534339	0.0570169931845789
MAGED1	0.00251032425148502	0.0218473999089501
PDS5A	1	1
TMEM186	0.03837330308271	0.133768439700403
ACSL4	0.0141827425053396	0.0791510224764608
ARSJ	1	1
EIF3B	0.00224130561912292	0.0199109697296297
DCX	1	1
WT1	0.000107120387655957	0.00216462872051558
TBC1D22B	0.00277695143199314	0.0237868035032766
USP8	1.35119781114682e-06	7.42633038227583e-05
LTBP2	1	1
KDM6A	1	1
FKBP10	1	1
IFI30	1	1
CCDC149	1	1
ZNF679	1	1
TMEM266	1	1
PLEKHM3	1	1
ZMAT3	1	1
SPDL1	1	1
ZNF638	4.72904136090066e-06	0.000198212787011044
GULP1	1	1
HERC3	1	1
PLSCR1	1	1
PSME2	0.0257867499641001	0.110308250527836
CYC1	1	1
CLIP3	1	1
PPP1R14C	1	1
SLC2A6	1	1
ASB1	1	1
POLR1E	1	1
WFIKKN2	1	1
HAX1	1	1
PUM3	0.000128171346080046	0.00249769695718385
USP15	0.0498238803982541	0.149580290902971
BACH2	0.0242118719386481	0.10679490428325
AKIRIN2	0.0254164912089611	0.109353621177757
RXRB	1	1
SLC2A3	1	1
APOC3	1	1
TTC8	1	1
CRYBA1	0.0468831073281083	0.146130056405035
CAMK1D	1	1
U2AF1	2.36687144573241e-24	2.7860049309142e-21
THAP5	1	1
CD28	0.0161305368209249	0.0858492210231967
BFAR	1	1
MEN1	0.0316209588072937	0.121569418386778
SDCCAG8	1	1
THEMIS	0.0321468108568834	0.122777753525166
MOCS2	1	1
CYTH4	0.0427892672376817	0.140846667057777
CSAD	1	1
CAPRIN1	3.38326476949283e-05	0.000903376462553615
PSMF1	0.0255010171360772	0.109639769921762
DMKN	1	1
DPYSL5	1	1
GOLGA5	1	1
RANGAP1	1	1
YAF2	0.0329194887762057	0.12429024218696
GSTK1	1	1
RAB39B	1	1
TTC13	1	1
KCNMA1	0.00119337457247894	0.0125513148445756
CSNK1A1	1	1
LEFTY2	1	1
DENND2D	1	1
CD84	1	1
CYP2C19	0.0412897118957194	0.138729110496441
PIWIL1	1	1
RAD21	0.00108485469433988	0.0117602245261327
CCDC137	1	1
MEPCE	0.000195459626933404	0.00335463819007817
SIRT5	1	1
HIST1H2BI	0.0242427906965326	0.106808926571592
NUDT17	1	1
SPTB	0.000588469113583449	0.00747421389363574
ZNF215	1	1
CEP44	1	1
GPT2	1	1
SSRP1	0.00629817531917446	0.0451582367428118
SCN8A	1	1
PLEKHB2	1	1
INTS3	0.0323151608559139	0.122995472277844
GRAMD2	1	1
ACTR8	1	1
ZNF28	0.012166527998452	0.0725114801595503
TFPI2	1	1
THRA	1	1
RPRD1A	1	1
SIX5	0.00498474499555978	0.0377936248321427
GDF10	1	1
HPS6	0.0382553404527013	0.133760566572422
SLC11A2	1	1
MRPS27	1	1
MEGF10	1	1
SYT3	1	1
REEP1	1	1
ITGB6	1	1
MCOLN3	1	1
R3HDM2	1	1
KPNB1	1	1
DPYD	4.79136167464e-06	0.000199640069776667
DDX5	0.0389395030007086	0.134446462939382
MED16	0.00394990129447001	0.0315117096945386
GRAMD1B	1	1
NICN1	1	1
SLC27A3	1	1
PRDM13	1	1
CPEB4	1	1
HNRNPCL3	0.00631523576168634	0.0452346374917949
GPD1	1	1
CSNK2B	1	1
ZFAND2B	0.0217411213839346	0.101039805129406
KRT73	1	1
MPEG1	1	1
UBQLN2	1	1
GSK3B	1	1
CCDC189	1	1
SMTN	1	1
USP53	1	1
ZNF454	1	1
PAPSS2	1	1
SMC3	9.04698612135661e-05	0.00189036507343435
KCNE1	1	1
TCF25	0.0298467218327095	0.118589295608166
CFL2	1	1
PTP4A3	1	1
SLC39A7	1	1
HSD17B7	0.0199125217933896	0.0962997113615141
TUBA3C	1	1
MYO1D	0.0469778587837288	0.146344262023039
TSC22D4	1	1
KCNIP4	1	1
CHD1L	0.0143548833334038	0.0798592859725597
USP13	1	1
LAX1	0.0497347648303708	0.149512109050066
ARHGAP29	0.0178093818389704	0.0903258594166812
RSPH3	1	1
RAB11FIP4	1	1
ZC4H2	0.00798108892756191	0.0537591230814554
SOD1	1	1
TRIM39	1	1
RAB22A	1	1
MAGEA6	1	1
ZNF654	1	1
ZNF827	1	1
RBBP6	0.00160539878384683	0.0154997545102158
TFCP2	1	1
GATA1	0.00199084765144651	0.0180545301171996
SIGLEC11	1	1
NDST3	1	1
FSCN1	1	1
COA4	1	1
GMPR	1	1
MED15	1	1
RBM3	1	1
POMT1	1	1
NFIX	0.0262074913316371	0.111439659655217
ALAD	1	1
DSTYK	1	1
BRPF3	0.031201273115185	0.121076368887909
RNF180	1	1
TRMT13	0.00796762328094559	0.0537196557724852
STEAP2	0.0189457602516026	0.0938978468610131
SP9	1	1
ST8SIA6	1	1
MYNN	1	1
CDO1	1	1
MCM10	0.0069964265791299	0.0488659492929334
HDLBP	0.0465499541096218	0.145533001726075
CCDC87	1	1
GNB5	1	1
GRAP2	1	1
ACSL1	1	1
STRN	0.00826323119716649	0.0552725320881919
DEDD	0.0475110677242176	0.146944127787294
TAF4B	0.00947437161701717	0.0609683367154294
TIGD4	1	1
PTPRE	0.00475561478353688	0.0365070971834014
PLD1	0.0312958905593861	0.121207740792999
HPR	1	1
PCTP	1	1
CD86	1	1
NPTX1	1	1
NPDC1	1	1
CLNK	1	1
ZNF705A	1	1
TEK	1	1
ATP9A	1	1
WDR89	1	1
ZNF862	1	1
HS6ST3	1	1
CD80	1	1
DIS3L	1	1
CCDC18	0.000330929073975773	0.00489463159152648
WDR54	0.0197386575846054	0.0958104942895364
ZBTB24	0.0426000484453102	0.140846667057777
TXNDC15	0.0025603794892454	0.0222145947700192
CLINT1	1	1
POGZ	1	1
ZNF76	1	1
PARPBP	0.0200099209023594	0.0964971433068715
RASSF9	0.0217459120420101	0.101039805129406
BAZ1A	0.00162442587722541	0.0155986409613021
FAM184B	1	1
TPPP	1	1
ARHGEF17	8.56267881297998e-08	8.39915543287099e-06
LYSMD2	1	1
ATP2A3	1	1
ATP2A2	1	1
NCL	3.39763613239852e-07	2.60823969402876e-05
WEE2	1	1
ADH6	1	1
STX1B	0.0413506171906183	0.138806258356905
GART	2.52242467953439e-06	0.000125128368404557
SOGA1	0.0119049664641295	0.0713742153250551
SIM1	1	1
OSER1	1	1
LRRC56	1	1
SEMG1	0.0120612885253515	0.0720210627249195
ZNF786	1	1
TEX2	0.00140106754044465	0.0139859215609757
TAPT1	1	1
PLD5	1	1
CRMP1	0.0052625313186448	0.0394131786192247
CHMP4C	0.0106240076185858	0.0659622451044064
HOXB5	1	1
CPD	0.00488322656600457	0.0371835985147248
COASY	0.00389274639943797	0.0311706592358624
DMRT3	1	1
TCF3	1	1
SLC9A8	1	1
RDH5	1	1
FTSJ1	0.0285674250777508	0.116226646831308
TMEM196	1	1
TRAPPC5	1	1
TXLNB	0.000657894418061554	0.00810179481701783
KLF11	1	1
NUP107	0.0330412939990467	0.124588435060474
ZNF496	1	1
RREB1	0.000112828427890683	0.0022605695658949
ZNF584	1	1
CYP26B1	1	1
YTHDC2	1	1
FKBP6	1	1
TTLL10	1	1
COG3	1	1
TMED4	1	1
ZNF350	1	1
CYB5RL	1	1
LSS	0.00217716700074649	0.0194021980350436
TYW5	1	1
TJP1	0.0107426416741879	0.0663629606780805
NUP62	1.2773104283898e-06	7.16572157041866e-05
HSPA6	0.0248695692631937	0.108215758595087
NFRKB	0.000169095947915745	0.00305360987613907
L2HGDH	1	1
ADAMTS4	1	1
TRPC7	1	1
APBB1	5.33481636622813e-05	0.00127719120632156
OR6B1	1	1
SYT7	1	1
SLF2	0.0183489512019099	0.0918748442846428
FAS	8.48956306778187e-06	0.000313824072188009
SMARCA5	0.00209225501508337	0.0187696980557787
JADE3	0.000128457007822473	0.00249769695718385
RNPEP	0.0255683133245328	0.109749313945796
CLIP1	0.0494209296027177	0.149160391162049
PTPRJ	1	1
MYOM1	2.99675998538e-05	0.000820334007625823
SLC13A4	1	1
KCNN2	0.0156308551926918	0.0845274998456245
ARRB1	1	1
FOXA1	7.8305157836365e-06	0.000294949427850308
XRN2	0.0359325269894501	0.129443239919914
RAB31	0.0087048599456511	0.0572155173254173
PPP1R18	0.00271789696518635	0.0233659736051474
SAMD4B	0.000160637557183286	0.00294976506948367
KLHL20	1	1
INTS9	0.0044313858162813	0.0346010639330975
HRH1	1	1
EPB42	1	1
ODF2	0.0197931159406345	0.0959100386488719
RHBDL2	1	1
PRKRA	0.016384589801418	0.0866337230479913
RPUSD1	0.000579805307222369	0.00740104234559264
P4HTM	1	1
ATP8B2	0.0302877526526389	0.119270968221
SCGN	1	1
PITPNM1	0.0213962960257828	0.100348522543969
ZNF839	0.0363982199460584	0.130171853357911
HOXA3	0.00144359794981275	0.0143093480990211
SLC38A5	1	1
ZBED9	0.00186895836039031	0.0172092808608299
NCDN	1	1
CBWD1	1	1
ACYP1	1	1
ACOX3	1	1
VEZT	1	1
KLHL13	5.65449157766894e-07	3.79653824290467e-05
IGSF8	0.00812844007975974	0.0545176714751217
WAS	1	1
SLC39A3	1	1
QKI	0.0428105878111117	0.140846667057777
TMEM241	1	1
CDRT1	0.0217050948743454	0.100962274213676
SVIL	3.25557633398676e-06	0.000149788324812909
IFRD1	1	1
NKX2-2	1	1
RAP1GDS1	1	1
APOL5	1	1
MYO1G	1	1
KCNAB3	1	1
CETN1	1	1
FNBP1	0.0053120349417009	0.0396577661477406
RFT1	1	1
UBOX5	1	1
HDDC2	1	1
NQO1	1	1
ICOS	1	1
RPL3	0.0203142180844904	0.0972672306587889
UCHL3	1	1
ESAM	1	1
MAP4K4	1	1
FIZ1	0.0313392869005391	0.121308333801508
ZNF282	1	1
SLC23A2	0.00786959433649602	0.0533387811914617
SLCO2B1	1	1
FKRP	1	1
GIPC1	1	1
USP30	1	1
POU6F1	1	1
SLC45A2	1	1
SLC26A11	0.00507581493805405	0.0383605596575781
RPL30	1	1
VSTM2L	1	1
PODXL	2.69575374547511e-06	0.000131301798809779
ZNF467	1	1
RPS3A	1	1
IFT52	1	1
FAM212B	1	1
ICAM1	1	1
CRNN	0.00641562391329465	0.0458086740041259
KLHL28	1	1
HLX	1	1
RTP1	1	1
TMEM181	1	1
HIST1H1D	1	1
SERPINB2	1	1
ULK1	2.84415808417438e-07	2.26970242593012e-05
IDH3G	1	1
PAPD4	0.0371693677928947	0.131517364748156
MRPL19	0.0454204363719038	0.144104352234318
PEG10	0.0465491578597645	0.145533001726075
MKL2	0.00117668312131715	0.0124220097822158
PGD	1	1
EIF4E	0.0198872198380964	0.0962339774625254
C1QTNF1	1	1
PYCARD	1	1
TMEM261	1	1
HOXD8	1	1
PIGU	1	1
SNUPN	1	1
TOR4A	1	1
PHF13	1	1
CLK1	1	1
RASAL2	0.0175722230224426	0.0895328333427544
CBFA2T2	0.0242830653472969	0.106919668962147
HIST1H3F	1	1
PGBD3	1	1
PAPLN	1	1
TMEM11	1	1
DEGS2	1	1
PROM1	1	1
CPPED1	1	1
PTPN21	1	1
FAM186A	1	1
PCGF6	0.0267222837050287	0.112370424928113
AVIL	1	1
LRIT1	1	1
ZNF565	1	1
PLEKHG1	0.0252445951987079	0.108924669355975
IKBKE	0.000215052717712068	0.00362484443637584
TEX14	0.0498974644689265	0.149590908901169
MECP2	0.0216674949966992	0.100906863490426
MME	1	1
DNASE1	1	1
UNC5CL	1	1
RNF168	1	1
ETV3L	1	1
PRAMEF12	4.21108886814747e-06	0.000182458988535531
PKN2	0.0208471458336352	0.0990325131481783
MAP3K8	1	1
EMC4	1	1
ALDH7A1	1	1
CCT6B	0.0250523965459475	0.10864755947544
PDCL	0.0139523355275861	0.0784541159741853
LRRTM3	1	1
RBMX	0.0345860160831627	0.127187575416473
MTHFD2	1	1
GIGYF1	6.62383935151903e-05	0.0014969876934433
OSR1	1	1
LEFTY1	1	1
N4BP3	0.0248765828666222	0.108215758595087
AKR1C3	0.00169210335444704	0.0160145200106181
KATNAL2	0.0116151548951944	0.0701814005740014
SERF2	0.030695515903124	0.120100490441492
C5AR2	1	1
CASC4	1	1
SEC31B	1	1
SREBF1	4.28968433490862e-07	3.15382393411838e-05
DNASE1L3	1	1
PRC1	0.0160903805335872	0.085732412311173
TRIM33	9.40369730773003e-08	8.97481246430315e-06
ATRIP	0.00938997599803082	0.0605632013571623
PSMC3	1	1
SNAPC2	1	1
SMAP1	0.0360068620595493	0.129611856929443
ABLIM2	1	1
SEMA6B	1	1
PDX1	1	1
HEXIM1	0.000271683790241735	0.00429254310644799
ATF6	1	1
HAL	1	1
VTI1B	1	1
TMEM38B	0.00587424839026089	0.0428362201922742
ZNF543	1	1
PRR35	1	1
PRDX6	1	1
ARL13A	1	1
ZNF572	1	1
LAD1	4.23642195895854e-05	0.00107431705871256
SYN3	1	1
ANP32B	1	1
LPP	0.000671230648968451	0.00818750683651068
CDH20	1	1
PML	1	1
PINK1	1	1
AASS	0.00251998105745372	0.0219179386924469
MAGEH1	0.0458620564170863	0.144534035450991
CTAG2	8.95705244474878e-06	0.00032524001486395
ZNF582	1	1
DLGAP3	1	1
AGER	0.0281310679959746	0.115475540669323
USP36	1	1
MOS	1	1
POC1B	1	1
RPP25	1	1
GEMIN5	1	1
ATP6V1G2	1	1
PPP3R2	1	1
RBM45	1	1
PKP4	1	1
RTF1	7.13247068599048e-06	0.000274512666047999
EGR2	1	1
GJB1	0.00992560692822824	0.0628414154465369
SUGP1	0.000851600942054372	0.0098275027014036
MRPS18B	1	1
SEPT2	1	1
CFAP69	1	1
UBE2Z	3.59140320357118e-05	0.000942910227703401
SLC5A5	1	1
HLTF	0.0429661313326339	0.140957600435655
HUS1B	1	1
CLDND1	1	1
CDC16	1	1
CYP4F11	9.20677334281961e-05	0.00191243637451951
RCC1	1	1
DTD1	1	1
DHODH	1	1
MORC2	0.00561015247021748	0.0413156431917736
TCP1	1	1
BACH1	1.46427985096541e-05	0.000472213536412932
HINFP	0.025351202209697	0.109172479028045
RFX5	0.0095823209985903	0.0614390758534217
FKBP15	1.0580601722831e-05	0.000369928216175714
TIFA	0.0273341000570906	0.113694644547559
PIGN	1	1
RPS6KA1	1.47993206203478e-05	0.000476174040461077
MCOLN2	1	1
EIF2AK3	0.0310225679035561	0.120714537641248
PGM2L1	0.019270376856161	0.0947235675784706
ADNP	0.00175657971821137	0.0164315818011494
ZNF138	1	1
MRPL48	1	1
SLC4A3	0.0410772620267373	0.138377373271563
GALR2	0.0175935522767772	0.0895328333427544
KANSL1L	1	1
MAGT1	1	1
ZNF460	0.000490365385991665	0.00650978484692882
MMP14	1	1
PDHA2	0.00248600098539131	0.021680123650671
WDR78	1	1
MTRF1	1	1
HOXA9	1	1
PRKACG	0.0147041223305971	0.0812581095147436
IHH	1	1
GPR141	1	1
TRPC4AP	0.0173883933947398	0.0891379928199848
SS18L1	1	1
SPESP1	1	1
RNF19A	1	1
HACD1	1	1
SWI5	1	1
DCHS1	1	1
KCNRG	1	1
SNCAIP	1	1
MTHFD1	0.00129075366256119	0.0132154315703381
PREX1	0.00537023754837195	0.0399866132687157
CEP70	1	1
PATZ1	0.0277182300553216	0.114613583001
WDR19	1	1
LSM5	1	1
SYT8	1	1
MMP21	0.0429529714413166	0.140957600435655
ARMC9	1	1
ABHD18	1	1
MICALL2	0.0132058255059289	0.075949627553439
MTMR7	0.0405344018260659	0.137565695769625
PRDM15	1	1
ASB3	1	1
RBM34	1	1
PYGO1	0.0245510175233545	0.107581604225016
CELF1	1	1
UBLCP1	0.0456328424694108	0.14432689204667
UNC13D	1	1
EIF1B	0.00859839004479711	0.0567135039770738
ZCCHC4	0.0316038085916067	0.121569418386778
ASMTL	0.000225897823297092	0.0037363076745567
